"CITY","STATE","COUNTRY","GENDER","AGE","MARITAL_STATUS","PROFESSION","REPELLENT_NEGTWEETS","REPELLENT","TENT"
"Bern","NA","Switzerland","M","21","Single","Sales","6","false","true"
"Cangzhou","NA","China","F","32","Married","Executive","3","true","true"
"Singapore","Singapore","Singapore","M","38","Married","Trades","4","false","true"
"Köln","NA","Germany","M","41","Married","Executive","8","false","true"
"Nago","NA","Japan","F","25","Single","Hospitality","8","false","true"
"Norfolk","VA","United States","F","23","Single","Other","5","false","true"
"Williamsburg","VA","United States","M","37","Married","Sales","10","false","true"
"Kobe","NA","Japan","F","45","Unspecified","Hospitality","7","false","true"
"Boulogne-Billancourt","NA","France","F","36","Married","Other","6","false","true"
"Chiba","NA","Japan","M","23","Single","Trades","6","false","true"
"Brescia","BS","Italy","F","38","Unspecified","Hospitality","2","true","false"
"Birmingham","NA","United Kingdom","M","44","Married","Trades","7","false","true"
"Yarmouth","NS","Canada","F","33","Married","Hospitality","2","false","true"
"Gmunden","NA","Austria","F","40","Married","Other","7","false","true"
"Seattle","WA","United States","M","27","Single","Executive","8","false","true"
"Portage La Prairie","MB","Canada","M","35","Unspecified","Trades","7","false","true"
"Oak Harbor","WA","United States","M","42","Married","Other","9","false","true"
"Singapore","Singapore","Singapore","M","22","Single","Trades","4","false","true"
"Adelaide","SA","Australia","M","20","Single","Professional","3","false","true"
"Tokyo","NA","Japan","M","19","Single","Professional","7","false","true"
"Adelaide","SA","Australia","M","28","Single","Other","6","false","true"
"Cliffwood","NJ","United States","M","25","Single","Other","7","false","true"
"Balneário Camboriú","BR-SC","Brazil","M","31","Married","Trades","7","false","true"
"Azusa","CA","United States","M","24","Single","Sales","4","false","true"
"Chelyabinsk","NA","Russia","F","45","Married","Executive","1","true","true"
"Yukhnov","NA","Russia","M","35","Married","Sales","8","false","true"
"Melk","NA","Austria","M","23","Single","Trades","7","false","true"
"São Paulo","BR-SP","Brazil","F","50","Married","Other","8","false","true"
"Sendai","NA","Japan","M","23","Single","Trades","2","false","true"
"Guarulhos","BR-SP","Brazil","F","46","Unspecified","Hospitality","2","true","false"
"Osnabrück","NA","Germany","M","19","Single","Other","2","false","true"
"Leicester","NA","United Kingdom","M","36","Married","Executive","5","false","true"
"Bellinzona","NA","Switzerland","F","26","Married","Retail","1","true","true"
"Tampico","NA","Mexico","M","44","Married","Other","4","false","true"
"Southwark","NA","United Kingdom","M","31","Married","Sales","3","false","true"
"Lethbridge","AB","Canada","F","34","Married","Other","0","true","false"
"Nanaimo","BC","Canada","M","38","Single","Sales","5","false","true"
"Ramsgate","NA","United Kingdom","M","27","Single","Professional","6","false","true"
"Billerica","MA","United States","F","31","Married","Executive","2","true","false"
"Milano","MI","Italy","M","32","Single","Professional","5","false","true"
"Delhi","NCT","India","F","23","Married","Other","4","true","false"
"Winnipeg","MB","Canada","F","45","Unspecified","Hospitality","2","true","false"
"Tampa","FL","United States","F","43","Married","Other","6","false","true"
"São Paulo","BR-SP","Brazil","F","20","Single","Other","2","true","false"
"Sacramento","CA","United States","F","39","Married","Retail","5","false","true"
"Canberra","ACT","Australia","F","41","Married","Other","9","false","true"
"Manzanilo","NA","Mexico","M","27","Single","Professional","7","false","true"
"Kawasaki","NA","Japan","F","47","Unspecified","Hospitality","4","false","true"
"Lethbridge","AB","Canada","F","33","Married","Retail","1","true","false"
"Hiroshima","NA","Japan","M","40","Married","Other","2","true","true"
"Yakima","WA","United States","M","29","Single","Executive","4","false","true"
"Amherst","NH","United States","M","23","Single","Other","8","false","true"
"Rio de Janeiro","BR-RJ","Brazil","F","36","Married","Executive","7","false","true"
"Salzburg","NA","Austria","M","21","Single","Trades","6","false","true"
"Sunderland","NA","United Kingdom","M","22","Single","Student","3","false","true"
"Eskilstuna","NA","Sweden","F","39","Married","Other","6","false","true"
"Sendai","NA","Japan","F","49","Married","Executive","2","true","false"
"Smolensk","NA","Russia","M","29","Single","Professional","6","false","true"
"Padova","NA","Italy","F","22","Single","Other","10","false","true"
"Hong Kong","NA","China","M","32","Married","Other","1","true","false"
"Higashimurayama","NA","Japan","F","32","Married","Executive","6","false","true"
"Hämeenlinna","NA","Finland","M","44","Married","Sales","6","false","true"
"Kasugai","NA","Japan","F","23","Single","Other","1","true","true"
"Niterói","BR-RJ","Brazil","M","20","Single","Other","1","true","true"
"Manaus","BR-AM","Brazil","F","48","Married","Executive","1","true","false"
"Besancon","NA","France","M","22","Single","Student","5","false","true"
"Barcelona","B","Spain","M","25","Single","Professional","8","false","true"
"Brtistol","NA","United Kingdom","M","30","Married","Sales","7","false","true"
"Ryazan","NA","Russia","M","26","Single","Sales","8","false","true"
"Santa Clara","CA","United States","M","28","Single","Trades","8","false","true"
"Puebla","NA","Mexico","M","39","Single","Professional","7","false","true"
"Chelyabinsk","NA","Russia","F","23","Single","Other","6","false","true"
"Southwark","NA","United Kingdom","M","26","Single","Other","10","false","true"
"Salvador","BR-BA","Brazil","F","24","Single","Other","2","true","false"
"Komae","NA","Japan","F","45","Married","Hospitality","0","true","false"
"Hagerstown","MD","United States","F","46","Married","Executive","9","false","true"
"Bregenz","NA","Austria","M","21","Single","Professional","5","false","true"
"Aix-en-Provence","NA","France","M","28","Single","Trades","6","false","true"
"Acapulco","NA","Mexico","F","39","Married","Other","1","true","false"
"Washington","DC","United States","M","39","Married","Sales","5","false","true"
"Overland Park","KS","United States","M","44","Single","Other","7","false","true"
"Frogmore","NA","United Kingdom","M","29","Single","Other","5","false","true"
"Salvador","BR-BA","Brazil","F","44","Unspecified","Hospitality","1","true","false"
"Frederikshavn","NA","Denmark","F","27","Married","Retail","2","true","true"
"Hämeenlinna","NA","Finland","F","31","Married","Retail","3","true","false"
"Chemnitz","NA","Germany","M","39","Married","Other","9","false","true"
"Perth","WA","Australia","F","24","Single","Other","9","false","true"
"Petaluma","CA","United States","F","32","Married","Executive","4","false","true"
"Qiqihaer","NA","China","M","35","Married","Executive","6","false","true"
"Manaus","BR-AM","Brazil","M","27","Single","Professional","5","false","true"
"Seoul","NA","Korea","F","24","Married","Retail","2","true","false"
"Århus","NA","Denmark","F","31","Married","Executive","5","false","true"
"Bremen","NA","Germany","F","38","Married","Retail","1","true","false"
"Chongqing","NA","China","F","48","Married","Other","1","true","false"
"Brescia","BS","Italy","M","38","Married","Other","1","true","false"
"Atlanta","GA","United States","M","20","Single","Sales","10","false","true"
"Toronto","ON","Canada","F","31","Married","Other","2","true","false"
"Salvador","BR-BA","Brazil","M","21","Single","Trades","10","false","true"
"Chengdu","NA","China","F","34","Married","Hospitality","7","false","true"
"Nijmegen","NA","Netherlands","F","33","Unspecified","Other","0","true","false"
"Oldham","NA","United Kingdom","F","24","Single","Other","3","true","false"
"Stratford","ON","Canada","F","26","Married","Retail","0","true","true"
"Kirensk","NA","Russia","M","34","Married","Executive","6","false","true"
"Angers","NA","France","M","32","Single","Trades","1","true","false"
"Esbjerg","NA","Denmark","M","21","Single","Other","3","false","true"
"Besancon","NA","France","M","19","Single","Sales","7","false","true"
"Salerno","SA","Italy","F","27","Single","Other","1","true","false"
"Sudbury","ON","Canada","M","29","Single","Executive","9","false","true"
"Westport","ON","Canada","M","23","Single","Sales","5","false","true"
"Blair","NE","United States","M","35","Married","Trades","5","false","true"
"Westport","ON","Canada","M","23","Single","Trades","8","false","true"
"Reading","NA","United Kingdom","F","35","Married","Other","2","true","true"
"Silverdale","WA","United States","F","47","Married","Other","1","true","false"
"Köln","NA","Germany","F","44","Unspecified","Hospitality","6","false","true"
"Samara","NA","Russia","F","19","Single","Professional","1","true","false"
"Murmansk","NA","Russia","F","47","Married","Other","1","true","false"
"Thunder Bay","ON","Canada","F","33","Married","Executive","2","true","true"
"Garden Grove","CA","United States","M","28","Single","Professional","3","true","false"
"Perth","WA","Australia","F","39","Married","Retail","2","true","false"
"Beijing","NA","China","F","34","Married","Other","2","true","false"
"Aalborg","NA","Denmark","F","33","Married","Executive","2","true","false"
"Lahti","NA","Finland","F","44","Unspecified","Hospitality","2","true","false"
"Aalborg","NA","Denmark","F","30","Married","Other","1","true","false"
"Portsmouth","NA","United Kingdom","F","23","Married","Retail","4","true","true"
"Qiqihaer","NA","China","M","31","Single","Other","1","true","true"
"Brasília","BR-DF","Brazil","M","29","Single","Other","6","false","true"
"Marseille","NA","France","M","33","Married","Sales","8","false","true"
"Pittsburgh","PA","United States","M","19","Single","Other","7","false","true"
"Hasselt","NA","Belgium","F","29","Single","Hospitality","9","false","true"
"Boden","NA","Sweden","M","34","Married","Other","7","false","true"
"Timóteo","BR-MG","Brazil","F","45","Married","Executive","8","false","true"
"Brunn am Gebirge","NA","Austria","M","43","Married","Other","5","false","true"
"Brtistol","NA","United Kingdom","M","24","Single","Professional","6","false","true"
"Clifton","NJ","United States","F","46","Married","Executive","1","true","true"
"Aalborg","NA","Denmark","F","23","Married","Retail","1","true","false"
"New York","NY","United States","F","20","Single","Other","0","true","false"
"Salerno","NA","Italy","F","29","Married","Retail","1","true","false"
"Ufa","NA","Russia","F","46","Married","Hospitality","2","true","true"
"Tukwila","WA","United States","F","33","Unspecified","Other","1","true","false"
"Mysore","ap","India","F","29","Single","Student","2","false","true"
"Timóteo","BR-MG","Brazil","F","35","Married","Executive","1","true","true"
"Singapore","Singapore","Singapore","M","34","Married","Executive","6","false","true"
"Köln","NA","Germany","M","28","Single","Sales","5","false","true"
"Randers","NA","Denmark","M","34","Married","Other","4","false","true"
"Qiqihaer","NA","China","M","24","Single","Other","5","false","true"
"Melbourne","Vic","Australia","F","44","Married","Other","3","true","true"
"Campinas","BR-SP","Brazil","M","31","Single","Trades","0","false","true"
"Viborg","NA","Denmark","M","27","Single","Sales","5","false","true"
"Palermo","PA","Italy","F","27","Single","Other","5","false","true"
"Parma","PR","Italy","M","29","Single","Sales","7","false","true"
"Anchorage","AK","United States","F","20","Single","Other","9","false","true"
"Marugame","NA","Japan","M","29","Single","Sales","5","false","true"
"Singapore","Singapore","Singapore","F","33","Married","Other","2","true","false"
"Itajaí","BR-SC","Brazil","M","33","Married","Sales","2","true","false"
"Dallas","TX","United States","M","23","Single","Other","1","true","false"
"Melbourne","Vic","Australia","F","43","Married","Other","9","false","true"
